No.	Sum	Result	
3036	9	A5 B1 B3 B4 B5 B6 C4 D1 D5 
3037	9	A5 B1 B4 B5 B6 C1 C4 D1 D5 
3038	9	A5 B1 B4 B5 B6 C4 C6 D1 D5 
3039	9	A5 B1 B4 B5 B6 C4 D1 D3 D5 
3040	9	A4 A5 B1 B4 B6 C4 D1 D4 D5 
3041	9	A5 B1 B3 B4 B6 C4 D1 D4 D5 
3042	9	A5 B1 B4 B6 C1 C4 D1 D4 D5 
3043	9	A5 B1 B4 B6 C4 C6 D1 D4 D5 
3044	9	A5 B1 B4 B6 C4 D1 D3 D4 D5 
3045	9	A3 A4 A5 B4 B5 C2 C4 D1 D5 
3046	9	A3 A5 B3 B4 B5 C2 C4 D1 D5 
3047	9	A3 A5 B4 B5 C2 C4 C6 D1 D5 
3048	9	A3 A5 B4 B5 C2 C4 D1 D3 D5 
3049	9	A3 A4 A5 B4 C2 C4 D1 D4 D5 
3050	9	A3 A5 B3 B4 C2 C4 D1 D4 D5 
3051	9	A3 A5 B4 C1 C2 C4 D1 D4 D5 
3052	9	A3 A5 B4 C2 C4 C6 D1 D4 D5 
3053	9	A3 A5 B4 C2 C4 D1 D3 D4 D5 
3054	9	A4 A5 B1 B4 B5 C2 C4 D1 D5 
3055	9	A5 B1 B3 B4 B5 C2 C4 D1 D5 
3056	9	A5 B1 B4 B5 C1 C2 C4 D1 D5 
3057	9	A5 B1 B4 B5 C2 C4 C6 D1 D5 
3058	9	A5 B1 B4 B5 C2 C4 D1 D3 D5 
3059	9	A4 A5 B1 B4 C2 C4 D1 D4 D5 
3060	9	A5 B1 B3 B4 C2 C4 D1 D4 D5 
3061	9	A5 B1 B4 C1 C2 C4 D1 D4 D5 
3062	9	A5 B1 B4 C2 C4 C6 D1 D4 D5 
3063	9	A5 B1 B4 C2 C4 D1 D3 D4 D5 
3064	9	A3 A4 A5 A6 B1 B4 C4 D5 D6 
3065	9	A3 A5 A6 B1 B3 B4 C4 D5 D6 
3066	9	A3 A5 A6 B1 B4 C3 C4 D5 D6 
3067	9	A3 A5 A6 B1 B4 C4 C6 D5 D6 
3068	9	A3 A5 A6 B1 B4 C4 D2 D5 D6 
3069	9	A3 A5 A6 B1 B4 C4 D3 D5 D6 
3070	9	A1 A3 A5 A6 B4 C2 C4 D4 D6 
3071	9	A3 A4 A5 A6 B4 C2 C4 D4 D6 
3072	9	A3 A5 A6 B3 B4 C2 C4 D4 D6 
3073	9	A3 A5 A6 B4 C2 C3 C4 D4 D6 
3074	9	A3 A5 A6 B4 C2 C4 D2 D4 D6 
3075	9	A3 A5 A6 B4 C2 C4 D3 D4 D6 
3076	9	A1 A2 A6 B1 B4 B6 C4 D1 D5 
3077	9	A2 A6 B1 B3 B4 B6 C4 D1 D5 
3078	9	A2 A6 B1 B4 B6 C3 C4 D1 D5 
3079	9	A2 A6 B1 B4 B6 C4 C6 D1 D5 
3080	9	A2 A6 B1 B4 B6 C4 D1 D2 D5 
3081	9	A1 A2 A6 B4 B6 C4 D1 D4 D5 
3082	9	A2 A4 A6 B4 B6 C4 D1 D4 D5 
3083	9	A2 A6 B3 B4 B6 C4 D1 D4 D5 
3084	9	A2 A6 B4 B6 C3 C4 D1 D4 D5 
3085	9	A2 A6 B4 B6 C4 C6 D1 D4 D5 
3086	9	A2 A6 B4 B6 C4 D1 D2 D4 D5 
3087	9	A2 A6 B4 B6 C4 D1 D3 D4 D5 
3088	9	A1 A2 A6 B1 B4 C2 C4 D1 D5 
3089	9	A2 A6 B1 B3 B4 C2 C4 D1 D5 
3090	9	A2 A6 B1 B4 C2 C3 C4 D1 D5 
3091	9	A2 A6 B1 B4 C2 C4 C6 D1 D5 
3092	9	A2 A6 B1 B4 C2 C4 D1 D2 D5 
3093	9	A1 A2 A6 B4 C2 C4 D1 D4 D5 
3094	9	A2 A4 A6 B4 C2 C4 D1 D4 D5 
3095	9	A2 A6 B3 B4 C2 C4 D1 D4 D5 
3096	9	A2 A6 B4 C2 C3 C4 D1 D4 D5 
3097	9	A2 A6 B4 C2 C4 C6 D1 D4 D5 
3098	9	A2 A6 B4 C2 C4 D1 D2 D4 D5 
3099	9	A2 A6 B4 C2 C4 D1 D3 D4 D5 
3100	9	A2 A6 B2 B4 B6 D1 D2 D5 D6 
3101	9	A6 B2 B3 B4 B6 D1 D2 D5 D6 
3102	9	A2 A4 B2 B6 C4 C6 D1 D5 D6 
3103	9	A4 B2 B3 B6 C4 C6 D1 D5 D6 
3104	9	A4 B2 B3 B6 C4 D1 D2 D5 D6 
3105	9	A4 B2 B5 B6 C4 C6 D1 D5 D6 
3106	9	A4 B2 B5 B6 C4 D1 D2 D5 D6 
3107	9	A4 B2 B6 C1 C4 C6 D1 D5 D6 
3108	9	A4 B2 B6 C1 C4 D1 D2 D5 D6 
3109	9	A2 A4 B2 B5 B6 C4 C6 D5 D6 
3110	9	A1 A2 A4 B2 B6 C1 D1 D5 D6 
3111	9	A2 A4 B2 B6 C1 C6 D1 D5 D6 
3112	9	A2 A4 B2 B6 C1 D1 D2 D5 D6 
3113	9	A1 A4 A6 B2 B6 C1 D1 D5 D6 
3114	9	A4 A6 B2 B6 C1 C6 D1 D5 D6 
3115	9	A4 A6 B2 B6 C1 D1 D2 D5 D6 
3116	9	A2 A3 A4 B2 B5 C1 C4 D5 D6 
3117	9	A2 A4 B2 B5 C1 C4 C6 D5 D6 
3118	9	A2 A3 A4 B2 C1 C4 D1 D5 D6 
3119	9	A2 A4 B2 C1 C4 C6 D1 D5 D6 
3120	9	A2 A3 A6 B2 B4 C1 C4 D1 D5 
3121	9	A2 A6 B2 B4 C1 C4 C6 D1 D5 
3122	9	A2 A6 B2 B4 C1 C4 D1 D3 D5 
3123	9	A2 A6 B4 B5 B6 C4 C6 D1 D5 
3124	9	A1 A2 A6 B4 B6 C1 C4 D1 D5 
3125	9	A2 A3 A6 B4 B6 C1 C4 D1 D5 
3126	9	A2 A6 B4 B6 C1 C3 C4 D1 D5 
3127	9	A2 A6 B4 B6 C1 C4 C6 D1 D5 
3128	9	A2 A6 B4 B6 C1 C4 D1 D2 D5 
3129	9	A2 A6 B4 B6 C1 C4 D1 D3 D5 
3130	9	A2 A6 B4 B5 C2 C4 C6 D1 D5 
3131	9	A1 A2 A6 B4 C1 C2 C4 D1 D5 
3132	9	A2 A3 A6 B4 C1 C2 C4 D1 D5 
3133	9	A2 A6 B4 C1 C2 C3 C4 D1 D5 
3134	9	A2 A6 B4 C1 C2 C4 C6 D1 D5 
3135	9	A2 A6 B4 C1 C2 C4 D1 D2 D5 
3136	9	A2 A6 B4 C1 C2 C4 D1 D3 D5 
3137	9	A2 A4 A5 B2 B6 C1 D1 D3 D6 
3138	9	A2 A4 B1 B2 B6 C1 D1 D3 D6 
3139	9	A1 A2 A3 B6 C4 C6 D3 D5 D6 
3140	9	A2 A3 B4 B6 C4 C6 D3 D5 D6 
3141	9	A2 A3 B6 C3 C4 C6 D3 D5 D6 
3142	9	A2 A3 B6 C4 C6 D2 D3 D5 D6 
3143	9	A1 A3 A5 B6 C4 C6 D3 D5 D6 
3144	9	A3 A5 B1 B6 C4 C6 D3 D5 D6 
3145	9	A3 A5 B6 C3 C4 C6 D3 D5 D6 
3146	9	A3 A5 B6 C4 C6 D2 D3 D5 D6 
3147	9	A1 A3 A4 A5 B6 C4 D3 D5 D6 
3148	9	A3 A4 A5 B1 B6 C4 D3 D5 D6 
3149	9	A3 A4 A5 B5 B6 C4 D3 D5 D6 
3150	9	A3 A4 A5 B6 C3 C4 D3 D5 D6 
3151	9	A3 A4 A5 B6 C4 D2 D3 D5 D6 
3152	9	A3 A4 A5 B6 C4 D3 D4 D5 D6 
3153	9	A1 A3 A5 B3 B6 C4 D3 D5 D6 
3154	9	A3 A5 B1 B3 B6 C4 D3 D5 D6 
3155	9	A3 A5 B3 B5 B6 C4 D3 D5 D6 
3156	9	A3 A5 B3 B6 C3 C4 D3 D5 D6 
3157	9	A3 A5 B3 B6 C4 D2 D3 D5 D6 
3158	9	A3 A5 B3 B6 C4 D3 D4 D5 D6 
3159	9	A3 B1 B2 B4 B6 C1 C3 C6 D6 
3160	9	A3 B1 B2 B4 B6 C1 C6 D2 D6 
3161	9	A2 A4 B3 C3 C4 D1 D3 D4 D6 
3162	9	A2 A4 B3 B5 C3 C4 D1 D3 D6 
3163	9	A1 A2 A3 A6 B1 B2 B4 D1 D5 
3164	9	A2 A3 A6 B1 B2 B4 C1 D1 D5 
3165	9	A2 A3 A6 B1 B2 B4 C3 D1 D5 
3166	9	A2 A3 A6 B1 B2 B4 D1 D2 D5 
3167	9	A1 A2 A6 B1 B2 B4 C6 D1 D5 
3168	9	A2 A6 B1 B2 B4 C1 C6 D1 D5 
3169	9	A2 A6 B1 B2 B4 C3 C6 D1 D5 
3170	9	A2 A6 B1 B2 B4 C6 D1 D2 D5 
3171	9	A1 A2 A3 A5 A6 B4 B5 D5 D6 
3172	9	A1 A2 A3 A5 A6 B4 D4 D5 D6 
3173	9	A1 A3 A5 A6 B4 B5 C2 D5 D6 
3174	9	A1 A3 A5 A6 B4 C2 C4 D5 D6 
3175	9	A1 A3 A5 A6 B4 C2 C6 D5 D6 
3176	9	A1 A3 A5 A6 B4 C2 D4 D5 D6 
3177	9	A1 A2 A3 A6 B4 B5 C1 D5 D6 
3178	9	A1 A2 A3 A6 B4 C1 C4 D5 D6 
3179	9	A1 A2 A3 A6 B4 C1 D3 D5 D6 
3180	9	A1 A2 A3 A6 B4 C1 D4 D5 D6 
3181	9	A1 A3 A6 B4 B5 C1 C2 D5 D6 
3182	9	A1 A3 A6 B4 C1 C2 C4 D5 D6 
3183	9	A1 A3 A6 B4 C1 C2 C6 D5 D6 
3184	9	A1 A3 A6 B4 C1 C2 D3 D5 D6 
3185	9	A1 A3 A6 B4 C1 C2 D4 D5 D6 
3186	9	A2 A3 A6 B1 B3 B4 C3 C5 D5 
3187	9	A2 A3 A6 B2 B3 B4 C3 C5 D5 
3188	9	A2 A3 A6 B3 B4 C3 C4 C5 D5 
3189	9	A2 A3 A6 B3 B4 C3 C5 C6 D5 
3190	9	A2 A3 A6 B3 B4 C3 C5 D3 D5 
3191	9	A2 A3 A6 B3 B4 C3 C5 D4 D5 
3192	9	A1 A3 B2 B4 B6 C1 C4 C5 D6 
3193	9	A3 B2 B4 B6 C1 C3 C4 C5 D6 
3194	9	A3 B2 B4 B6 C1 C4 C5 D2 D6 
3195	9	A3 A6 B2 B5 B6 C3 C4 D1 D5 
3196	9	A4 A6 B2 B5 B6 C3 C4 D1 D5 
3197	9	A6 B1 B2 B5 B6 C3 C4 D1 D5 
3198	9	A6 B2 B5 B6 C3 C4 D1 D3 D5 
3199	9	A3 A6 B2 B6 C1 C3 C4 D1 D5 
3200	9	A4 A6 B2 B6 C1 C3 C4 D1 D5 
3201	9	A6 B1 B2 B6 C1 C3 C4 D1 D5 
3202	9	A6 B2 B6 C1 C3 C4 D1 D3 D5 
3203	9	A1 A2 A3 A4 A5 A6 B4 B5 D6 
3204	9	A1 A3 A4 A5 A6 B1 B4 B5 D6 
3205	9	A1 A3 A4 A5 A6 B4 B5 C2 D6 
3206	9	A1 A3 A4 A5 A6 B4 B5 D3 D6 
3207	9	A1 A3 A4 A5 A6 B4 B5 D4 D6 
3208	9	A1 A3 A5 A6 B4 B6 D4 D5 D6 
3209	9	A1 A3 A4 A5 B2 B5 C1 D3 D6 
3210	9	A1 A3 A4 A6 B2 B5 C1 D3 D6 
3211	9	A1 A3 A4 B2 B5 C1 C2 D3 D6 
3212	9	A1 A3 A4 B2 B5 C1 C4 D3 D6 
3213	9	A1 A3 A5 B2 B5 C1 D3 D5 D6 
3214	9	A1 A3 A6 B2 B5 C1 D3 D5 D6 
3215	9	A1 A3 B2 B5 C1 C2 D3 D5 D6 
3216	9	A1 A3 B2 B5 C1 C4 D3 D5 D6 
3217	9	A1 A3 B2 B5 C1 C5 D3 D5 D6 
3218	9	A1 A2 A6 B3 B4 C5 D1 D3 D6 
3219	9	A2 A6 B3 B4 C3 C5 D1 D3 D6 
3220	9	A5 A6 B3 B4 C3 C5 D1 D3 D6 
3221	9	A6 B1 B3 B4 C3 C5 D1 D3 D6 
3222	9	A2 A6 B3 B4 C5 D1 D2 D3 D6 
3223	9	A5 A6 B3 B4 C5 D1 D2 D3 D6 
3224	9	A6 B1 B3 B4 C5 D1 D2 D3 D6 
3225	9	A1 A3 A6 B4 C1 C5 C6 D1 D6 
3226	9	A1 A6 B2 B4 C1 C5 C6 D1 D6 
3227	9	A3 A6 B4 C1 C3 C5 C6 D1 D6 
3228	9	A6 B2 B4 C1 C3 C5 C6 D1 D6 
3229	9	A3 A6 B4 C1 C5 C6 D1 D2 D6 
3230	9	A6 B2 B4 C1 C5 C6 D1 D2 D6 
3231	9	A1 A3 A4 B3 C4 C5 D1 D3 D6 
3232	9	A1 A3 B1 B3 C4 C5 D1 D3 D6 
3233	9	A1 A3 B3 B5 C4 C5 D1 D3 D6 
3234	9	A3 A4 B3 C4 C5 D1 D2 D3 D6 
3235	9	A3 A5 B3 C4 C5 D1 D2 D3 D6 
3236	9	A3 B1 B3 C4 C5 D1 D2 D3 D6 
3237	9	A3 B3 B5 C4 C5 D1 D2 D3 D6 
3238	9	A1 A3 A4 C4 C5 C6 D1 D3 D6 
3239	9	A1 A3 B1 C4 C5 C6 D1 D3 D6 
3240	9	A1 A3 B5 C4 C5 C6 D1 D3 D6 
3241	9	A3 A4 C4 C5 C6 D1 D2 D3 D6 
3242	9	A3 A5 C4 C5 C6 D1 D2 D3 D6 
3243	9	A3 B1 C4 C5 C6 D1 D2 D3 D6 
3244	9	A3 B5 C4 C5 C6 D1 D2 D3 D6 
3245	9	A3 A6 B1 B4 C2 C4 C5 D3 D6 
3246	9	A3 A4 B2 B4 C2 C4 C5 D3 D6 
3247	9	A3 A5 B2 B4 C2 C4 C5 D3 D6 
3248	9	A3 B1 B2 B4 C2 C4 C5 D3 D6 
3249	9	A3 B2 B4 C1 C2 C4 C5 D3 D6 
3250	9	A3 B2 B4 C2 C4 C5 D3 D5 D6 
3251	9	A3 A6 B1 B2 B4 C1 D1 D3 D4 
3252	9	A3 A6 B2 B4 B6 C1 D1 D3 D4 
3253	9	A1 A2 A3 A6 B4 B5 C2 D1 D5 
3254	9	A1 A2 A5 A6 B4 B5 C2 D1 D5 
3255	9	A1 A2 A6 B4 B5 C1 C2 D1 D5 
3256	9	A1 A2 A6 B4 B5 C2 C6 D1 D5 
3257	9	A1 A2 A6 B4 B5 C2 D1 D3 D5 
3258	9	A1 A2 A6 B4 B5 C2 D1 D4 D5 
3259	9	A2 B1 B3 B4 C3 C5 D1 D3 D6 
3260	9	A2 B1 B3 B4 C5 D1 D2 D3 D6 
3261	9	A1 A2 A3 A4 A6 B4 C5 D3 D6 
3262	9	A1 A2 A3 A6 B3 B4 C5 D3 D6 
3263	9	A1 A2 A3 A6 B4 C1 C5 D3 D6 
3264	9	A2 A3 A4 A6 B4 C3 C5 D3 D6 
3265	9	A2 A3 A6 B3 B4 C3 C5 D3 D6 
3266	9	A2 A3 A6 B4 C1 C3 C5 D3 D6 
3267	9	A2 A3 A4 A6 B4 C5 D2 D3 D6 
3268	9	A2 A3 A6 B3 B4 C5 D2 D3 D6 
3269	9	A2 A3 A6 B4 C1 C5 D2 D3 D6 
3270	9	A1 A3 A4 A6 B4 C2 C5 D3 D6 
3271	9	A1 A3 A6 B4 C1 C2 C5 D3 D6 
3272	9	A3 A4 A6 B4 C2 C3 C5 D3 D6 
3273	9	A3 A6 B4 C1 C2 C3 C5 D3 D6 
3274	9	A3 A4 A6 B4 C2 C5 D2 D3 D6 
3275	9	A3 A6 B4 C1 C2 C5 D2 D3 D6 
3276	9	A1 A2 A4 A6 B1 B4 C5 D3 D6 
3277	9	A1 A2 A6 B1 B3 B4 C5 D3 D6 
3278	9	A2 A4 A6 B1 B4 C3 C5 D3 D6 
3279	9	A2 A6 B1 B3 B4 C3 C5 D3 D6 
3280	9	A2 A6 B1 B4 C1 C3 C5 D3 D6 
3281	9	A2 A4 A6 B1 B4 C5 D2 D3 D6 
3282	9	A2 A6 B1 B3 B4 C5 D2 D3 D6 
3283	9	A2 A6 B1 B4 C1 C5 D2 D3 D6 
3284	9	A1 A3 A4 A5 B1 B4 B6 D3 D6 
3285	9	A1 A3 A5 B1 B3 B4 B6 D3 D6 
3286	9	A1 A2 A4 A5 A6 B1 B4 D3 D6 
3287	9	A1 A2 A5 A6 B1 B3 B4 D3 D6 
3288	9	A1 A2 A4 A5 B1 B4 B6 D3 D6 
3289	9	A1 A2 A5 B1 B3 B4 B6 D3 D6 
3290	9	A1 A2 A3 B2 C4 C6 D1 D5 D6 
3291	9	A1 A3 B2 B5 C4 C6 D1 D5 D6 
3292	9	A1 B2 B5 C3 C4 C6 D1 D5 D6 
3293	9	A1 A3 B2 C1 C4 C6 D1 D5 D6 
3294	9	A1 B2 C1 C3 C4 C6 D1 D5 D6 
3295	9	A1 A2 A3 B2 B5 C4 C6 D5 D6 
3296	9	A1 A2 A5 B2 B5 C4 C6 D5 D6 
3297	9	A2 A3 B2 B5 C4 C6 D2 D5 D6 
3298	9	A2 A5 B2 B5 C4 C6 D2 D5 D6 
3299	9	A2 A3 B2 C4 C6 D1 D2 D5 D6 
3300	9	A1 A2 A3 B2 B3 C4 C6 D5 D6 
3301	9	A1 A2 A5 B2 B3 C4 C6 D5 D6 
3302	9	A2 A3 B2 B3 C4 C6 D2 D5 D6 
3303	9	A2 A5 B2 B3 C4 C6 D2 D5 D6 
3304	9	A2 A3 A6 B2 B5 B6 C4 D1 D5 
3305	9	A2 A3 A6 B2 B6 C1 C4 D1 D5 
3306	9	A2 A6 B2 B6 C1 C4 D1 D3 D5 
3307	9	A1 A3 A6 B2 B5 B6 C4 D1 D5 
3308	9	A1 A4 A6 B2 B5 B6 C4 D1 D5 
3309	9	A1 A6 B2 B5 B6 C4 D1 D3 D5 
3310	9	A1 A3 A6 B2 B6 C1 C4 D1 D5 
3311	9	A1 A4 A6 B2 B6 C1 C4 D1 D5 
3312	9	A1 A6 B1 B2 B6 C1 C4 D1 D5 
3313	9	A1 A6 B2 B6 C1 C4 D1 D3 D5 
3314	9	A3 A6 B2 B5 B6 C4 D1 D2 D5 
3315	9	A4 A6 B2 B5 B6 C4 D1 D2 D5 
3316	9	A6 B1 B2 B5 B6 C4 D1 D2 D5 
3317	9	A6 B2 B5 B6 C4 D1 D2 D3 D5 
3318	9	A3 A6 B2 B6 C1 C4 D1 D2 D5 
3319	9	A4 A6 B2 B6 C1 C4 D1 D2 D5 
3320	9	A6 B1 B2 B6 C1 C4 D1 D2 D5 
3321	9	A6 B2 B6 C1 C4 D1 D2 D3 D5 
3322	9	A1 A2 A4 A6 B2 B5 C4 D1 D5 
3323	9	A1 A4 A6 B2 B5 C1 C4 D1 D5 
3324	9	A1 A2 A6 B2 B5 C4 D1 D3 D5 
3325	9	A3 B1 B4 B6 C4 C6 D3 D5 D6 
3326	9	A3 B3 B4 B6 C4 C6 D3 D5 D6 
3327	9	A1 A3 A5 B2 B5 C4 D3 D5 D6 
3328	9	A1 A3 B2 B5 C4 C5 D3 D5 D6 
3329	9	A2 A4 A5 A6 B2 B4 C6 D1 D5 
3330	9	A2 A5 A6 B2 B3 B4 C6 D1 D5 
3331	9	A2 A4 A5 B2 B4 C1 C6 D1 D5 
3332	9	A2 A5 B2 B3 B4 C1 C6 D1 D5 
3333	9	A1 A2 A4 A5 B2 B4 C1 C6 D1 
3334	9	A1 A2 A5 B1 B2 B4 C1 C6 D1 
3335	9	A1 A2 A5 B2 B3 B4 C1 C6 D1 
3336	9	A1 A2 A5 B2 B4 C1 C6 D1 D3 
3337	9	A2 A4 A5 B2 B4 B6 C1 C6 D1 
3338	9	A2 A5 B1 B2 B4 B6 C1 C6 D1 
3339	9	A2 A5 B2 B3 B4 B6 C1 C6 D1 
3340	9	A2 A5 B2 B4 B6 C1 C6 D1 D3 
3341	9	A2 A4 A5 B2 B4 C1 C3 C6 D1 
3342	9	A2 A5 B1 B2 B4 C1 C3 C6 D1 
3343	9	A2 A5 B2 B3 B4 C1 C3 C6 D1 
3344	9	A2 A5 B2 B4 C1 C3 C6 D1 D3 
3345	9	A2 A4 A5 B2 B4 C1 C6 D1 D2 
3346	9	A2 A5 B1 B2 B4 C1 C6 D1 D2 
3347	9	A2 A5 B2 B3 B4 C1 C6 D1 D2 
3348	9	A2 A5 B2 B4 C1 C6 D1 D2 D3 
3349	9	A1 A2 A4 A5 B2 C1 C6 D1 D5 
3350	9	A1 A2 A5 B1 B2 C1 C6 D1 D5 
3351	9	A1 A2 A5 B2 B3 C1 C6 D1 D5 
3352	9	A1 A2 A5 B2 C1 C6 D1 D3 D5 
3353	9	A2 A4 A5 B2 B6 C1 C6 D1 D5 
3354	9	A2 A5 B1 B2 B6 C1 C6 D1 D5 
3355	9	A2 A5 B2 B3 B6 C1 C6 D1 D5 
3356	9	A2 A5 B2 B5 B6 C1 C6 D1 D5 
3357	9	A2 A5 B2 B6 C1 C6 D1 D3 D5 
3358	9	A2 A4 A5 B2 C1 C3 C6 D1 D5 
3359	9	A2 A5 B1 B2 C1 C3 C6 D1 D5 
3360	9	A2 A5 B2 B3 C1 C3 C6 D1 D5 
3361	9	A2 A5 B2 B5 C1 C3 C6 D1 D5 
3362	9	A2 A5 B2 C1 C3 C6 D1 D3 D5 
3363	9	A2 A5 B2 C1 C3 C6 D1 D5 D6 
3364	9	A2 A4 A5 B2 C1 C6 D1 D2 D5 
3365	9	A2 A5 B1 B2 C1 C6 D1 D2 D5 
3366	9	A2 A5 B2 B3 C1 C6 D1 D2 D5 
3367	9	A2 A5 B2 B5 C1 C6 D1 D2 D5 
3368	9	A2 A5 B2 C1 C6 D1 D2 D3 D5 
3369	9	A2 A5 B2 C1 C6 D1 D2 D5 D6 
3370	9	A1 A2 A4 A5 A6 B2 B4 C6 D5 
3371	9	A1 A2 A5 A6 B1 B2 B4 C6 D5 
3372	9	A1 A2 A5 A6 B2 B3 B4 C6 D5 
3373	9	A1 A2 A5 A6 B2 B4 C4 C6 D5 
3374	9	A2 A4 A5 A6 B2 B4 C6 D2 D5 
3375	9	A2 A5 A6 B1 B2 B4 C6 D2 D5 
3376	9	A2 A5 A6 B2 B3 B4 C6 D2 D5 
3377	9	A2 A5 A6 B2 B4 C4 C6 D2 D5 
3378	9	A1 A2 A4 A5 B2 B4 B6 C6 D5 
3379	9	A1 A2 A5 B1 B2 B4 B6 C6 D5 
3380	9	A1 A2 A5 B2 B3 B4 B6 C6 D5 
3381	9	A1 A2 A5 B2 B4 B5 B6 C6 D5 
3382	9	A1 A2 A5 B2 B4 B6 C6 D4 D5 
3383	9	A2 A4 A5 B2 B4 B6 C6 D2 D5 
3384	9	A2 A5 B1 B2 B4 B6 C6 D2 D5 
3385	9	A2 A5 B2 B3 B4 B6 C6 D2 D5 
3386	9	A2 A5 B2 B4 B5 B6 C6 D2 D5 
3387	9	A2 A5 B2 B4 B6 C6 D2 D4 D5 
3388	9	A1 A3 A4 A5 A6 B2 B4 D1 D5 
3389	9	A1 A3 A5 A6 B2 B3 B4 D1 D5 
3390	9	A1 A3 A5 A6 B2 B4 D1 D3 D5 
3391	9	A2 A3 A4 A5 A6 B2 B4 D1 D5 
3392	9	A2 A3 A5 A6 B2 B3 B4 D1 D5 
3393	9	A2 A3 A5 A6 B2 B4 D1 D3 D5 
3394	9	A3 A4 A5 A6 B2 B4 C3 D1 D5 
3395	9	A3 A5 A6 B2 B3 B4 C3 D1 D5 
3396	9	A3 A5 A6 B2 B4 C3 D1 D3 D5 
3397	9	A3 A4 A5 A6 B2 B4 D1 D2 D5 
3398	9	A3 A5 A6 B2 B3 B4 D1 D2 D5 
3399	9	A3 A5 A6 B2 B4 D1 D2 D3 D5 
3400	9	A1 A3 A4 A6 B2 B4 C1 D1 D5 
3401	9	A1 A3 A6 B1 B2 B4 C1 D1 D5 
3402	9	A1 A3 A6 B2 B3 B4 C1 D1 D5 
3403	9	A1 A3 A6 B2 B4 C1 D1 D3 D5 
3404	9	A2 A3 A4 A6 B2 B4 C1 D1 D5 
3405	9	A2 A3 A6 B2 B3 B4 C1 D1 D5 
3406	9	A2 A3 A6 B2 B4 C1 D1 D3 D5 
3407	9	A3 A4 A6 B2 B4 C1 C3 D1 D5 
3408	9	A3 A6 B1 B2 B4 C1 C3 D1 D5 
3409	9	A3 A6 B2 B3 B4 C1 C3 D1 D5 
3410	9	A3 A6 B2 B4 C1 C3 D1 D3 D5 
3411	9	A3 A4 A6 B2 B4 C1 D1 D2 D5 
3412	9	A3 A6 B1 B2 B4 C1 D1 D2 D5 
3413	9	A3 A6 B2 B3 B4 C1 D1 D2 D5 
3414	9	A3 A6 B2 B4 C1 D1 D2 D3 D5 
3415	9	A1 A4 A6 B2 B4 C1 C6 D1 D5 
3416	9	A1 A6 B1 B2 B4 C1 C6 D1 D5 
3417	9	A1 A6 B2 B3 B4 C1 C6 D1 D5 
3418	9	A1 A6 B2 B4 C1 C6 D1 D3 D5 
3419	9	A2 A4 A6 B2 B4 C1 C6 D1 D5 
3420	9	A2 A6 B2 B3 B4 C1 C6 D1 D5 
3421	9	A2 A6 B2 B4 C1 C6 D1 D3 D5 
3422	9	A4 A6 B2 B4 C1 C3 C6 D1 D5 
3423	9	A6 B1 B2 B4 C1 C3 C6 D1 D5 
3424	9	A6 B2 B3 B4 C1 C3 C6 D1 D5 
3425	9	A6 B2 B4 C1 C3 C6 D1 D3 D5 
3426	9	A4 A6 B2 B4 C1 C6 D1 D2 D5 
3427	9	A6 B1 B2 B4 C1 C6 D1 D2 D5 
3428	9	A6 B2 B3 B4 C1 C6 D1 D2 D5 
3429	9	A6 B2 B4 C1 C6 D1 D2 D3 D5 
3430	9	A1 A3 A4 A5 B2 B4 C1 D1 D5 
3431	9	A1 A3 A5 B2 B3 B4 C1 D1 D5 
3432	9	A1 A3 A5 B2 B4 C1 D1 D3 D5 
3433	9	A2 A3 A4 A5 B2 B4 C1 D1 D5 
3434	9	A2 A3 A5 B2 B3 B4 C1 D1 D5 
3435	9	A2 A3 A5 B2 B4 C1 D1 D3 D5 
3436	9	A3 A4 A5 B2 B4 C1 C3 D1 D5 
3437	9	A3 A5 B2 B3 B4 C1 C3 D1 D5 
3438	9	A3 A5 B2 B4 C1 C3 D1 D3 D5 
3439	9	A3 A4 A5 B2 B4 C1 D1 D2 D5 
3440	9	A3 A5 B2 B3 B4 C1 D1 D2 D5 
3441	9	A3 A5 B2 B4 C1 D1 D2 D3 D5 
3442	9	A2 A4 A6 B2 B6 C1 C6 D1 D5 
3443	9	A2 A6 B1 B2 B6 C1 C6 D1 D5 
3444	9	A2 A6 B2 B6 C1 C6 D1 D3 D5 
3445	9	A1 A4 A5 B2 B6 C1 C6 D1 D5 
3446	9	A1 A5 B1 B2 B6 C1 C6 D1 D5 
3447	9	A1 A5 B2 B3 B6 C1 C6 D1 D5 
3448	9	A1 A5 B2 B6 C1 C6 D1 D3 D5 
3449	9	A4 A5 B2 B6 C1 C3 C6 D1 D5 
3450	9	A5 B1 B2 B6 C1 C3 C6 D1 D5 
3451	9	A5 B2 B3 B6 C1 C3 C6 D1 D5 
3452	9	A5 B2 B5 B6 C1 C3 C6 D1 D5 
3453	9	A5 B2 B6 C1 C3 C6 D1 D3 D5 
3454	9	A4 A5 B2 B6 C1 C6 D1 D2 D5 
3455	9	A5 B1 B2 B6 C1 C6 D1 D2 D5 
3456	9	A5 B2 B3 B6 C1 C6 D1 D2 D5 
3457	9	A5 B2 B5 B6 C1 C6 D1 D2 D5 
3458	9	A5 B2 B6 C1 C6 D1 D2 D3 D5 
